[Software Info]
Build,NTA 2.3 build 0025

[Sample Information]
Operator,"Guillaume"
Sample Description,"exo-depleted fbs"
Diluent,""
Concentration,""
Pre-treatmeant,""
Comments,""

[Results Summary]
Total Frames,749
Processed Frames,749
Valid Tracks,606
Overall Drift (nm/s),386.47
X-Drift (nm/s),-290.88
Y-Drift (nm/s),-254.45
Calibration (nm/pixel),181

Size Data - Concentration Weighted,
Mode (nm),125.00
Mean (nm),134.59
Standard Deviation (nm),54.65
Size data - Model Fit,
Mean (nm),0.00
Standard Deviation (nm),0.00

User Line 1,0
User Line 2,0
Average # centres/frame,28.06
Average # particles/frame,23.19
Equivalent particle concentration (E8 particles/ml),2.91
Selected average # particles/frame,0.00
Selected equivalent particle concentration (E8 particles/ml),0.00

[Settings],
Background Extract,On
Brightness,0
Gain,1.00
Blur Size,Auto,
Detection Threshold Type,Multi,
Detection Threshold,10
Min Track Length,Auto
Min Expected Size (nm),Auto

[Measurement Conditions]
Camera Type,sCMOS
Camera Shutter (ms),32.49
Camera Gain,512
Frame rate (fps),24.99
Camera bit-conversion limits,0,1755
Temperature (°C),25.30
Viscosity (cP),0.883

[Warnings]
Low Completed Tracks,No
High Noise,0 frames
Auto max jump,Successful
Drift off,No
Settings Changed Whilst Processing,No
Vibration detected,No vibration detected
Additional Errors,None

[Graph Data]
Particle Size (nm),Concentration (E6 particles / ml),,
1360,0.0000,,
1361,0.0000,,
1362,0.0000,,
1363,0.0000,,
1364,0.0000,,
1365,0.0000,,
1366,0.0000,,
1367,0.0000,,
1368,0.0000,,
1369,0.0000,,
1370,0.0000,,
1371,0.0000,,
1372,0.0000,,
1373,0.0000,,
1374,0.0000,,
1375,0.0000,,
1376,0.0000,,
1377,0.0000,,
1378,0.0000,,
1379,0.0000,,
1380,0.0000,,
1381,0.0000,,
1382,0.0000,,
1383,0.0000,,
1384,0.0000,,
1385,0.0000,,
1386,0.0000,,
1387,0.0000,,
1388,0.0000,,
1389,0.0000,,
1390,0.0000,,
1391,0.0000,,
1392,0.0000,,
1393,0.0000,,
1394,0.0000,,
1395,0.0000,,
1396,0.0000,,
1397,0.0000,,
1398,0.0000,,
1399,0.0000,,
1400,0.0000,,
1401,0.0000,,
1402,0.0000,,
1403,0.0000,,
1404,0.0000,,
1405,0.0000,,
1406,0.0000,,
1407,0.0000,,
1408,0.0000,,
1409,0.0000,,
1410,0.0000,,
1411,0.0000,,
1412,0.0000,,
1413,0.0000,,
1414,0.0000,,
1415,0.0000,,
1416,0.0000,,
1417,0.0000,,
1418,0.0000,,
1419,0.0000,,
1420,0.0000,,
1421,0.0000,,
1422,0.0000,,
1423,0.0000,,
1424,0.0000,,
1425,0.0000,,
1426,0.0000,,
1427,0.0000,,
1428,0.0000,,
1429,0.0000,,
1430,0.0000,,
1431,0.0000,,
1432,0.0000,,
1433,0.0000,,
1434,0.0000,,
1435,0.0000,,
1436,0.0000,,
1437,0.0000,,
1438,0.0000,,
1439,0.0000,,
1440,0.0000,,
1441,0.0000,,
1442,0.0000,,
1443,0.0000,,
1444,0.0000,,
1445,0.0000,,
1446,0.0000,,
1447,0.0000,,
1448,0.0000,,
1449,0.0000,,
1450,0.0000,,
1451,0.0000,,
1452,0.0000,,
1453,0.0000,,
1454,0.0000,,
1455,0.0000,,
1456,0.0000,,
1457,0.0000,,
1458,0.0000,,
1459,0.0000,,
1460,0.0000,,
1461,0.0000,,
1462,0.0000,,
1463,0.0000,,
1464,0.0000,,
1465,0.0000,,
1466,0.0000,,
1467,0.0000,,
1468,0.0000,,
1469,0.0000,,
1470,0.0000,,
1471,0.0000,,
1472,0.0000,,
1473,0.0000,,
1474,0.0000,,
1475,0.0000,,
1476,0.0000,,
1477,0.0000,,
1478,0.0000,,
1479,0.0000,,
1480,0.0000,,
1481,0.0000,,
1482,0.0000,,
1483,0.0000,,
1484,0.0000,,
1485,0.0000,,
1486,0.0000,,
1487,0.0000,,
1488,0.0000,,
1489,0.0000,,
1490,0.0000,,
1491,0.0000,,
1492,0.0000,,
1493,0.0000,,
1494,0.0000,,
1495,0.0000,,
1496,0.0000,,
1497,0.0000,,
1498,0.0000,,
1499,0.0000,,
1500,0.0000,,
1501,0.0000,,
1502,0.0000,,
1503,0.0000,,
1504,0.0000,,
1505,0.0000,,
1506,0.0000,,
1507,0.0000,,
1508,0.0000,,
1509,0.0000,,
1510,0.0000,,
1511,0.0000,,
1512,0.0000,,
1513,0.0000,,
1514,0.0000,,
1515,0.0000,,
1516,0.0000,,
1517,0.0000,,
1518,0.0000,,
1519,0.0000,,
1520,0.0000,,
1521,0.0000,,
1522,0.0000,,
1523,0.0000,,
1524,0.0000,,
1525,0.0000,,
1526,0.0000,,
1527,0.0000,,
1528,0.0000,,
1529,0.0000,,
1530,0.0000,,
1531,0.0000,,
1532,0.0000,,
1533,0.0000,,
1534,0.0000,,
1535,0.0000,,
1536,0.0000,,
1537,0.0000,,
1538,0.0000,,
1539,0.0000,,
1540,0.0000,,
1541,0.0000,,
1542,0.0000,,
1543,0.0000,,
1544,0.0000,,
1545,0.0000,,
1546,0.0000,,
1547,0.0000,,
1548,0.0000,,
1549,0.0000,,
1550,0.0000,,
1551,0.0000,,
1552,0.0000,,
1553,0.0000,,
1554,0.0000,,
1555,0.0000,,
1556,0.0000,,
1557,0.0000,,
1558,0.0000,,
1559,0.0000,,
1560,0.0000,,
1561,0.0000,,
1562,0.0000,,
1563,0.0000,,
1564,0.0000,,
1565,0.0000,,
1566,0.0000,,
1567,0.0000,,
1568,0.0000,,
1569,0.0000,,
1570,0.0000,,
1571,0.0000,,
1572,0.0000,,
1573,0.0000,,
1574,0.0000,,
1575,0.0000,,
1576,0.0000,,
1577,0.0000,,
1578,0.0000,,
1579,0.0000,,
1580,0.0000,,
1581,0.0000,,
1582,0.0000,,
1583,0.0000,,
1584,0.0000,,
1585,0.0000,,
1586,0.0000,,
1587,0.0000,,
1588,0.0000,,
1589,0.0000,,
1590,0.0000,,
1591,0.0000,,
1592,0.0000,,
1593,0.0000,,
1594,0.0000,,
1595,0.0000,,
1596,0.0000,,
1597,0.0000,,
1598,0.0000,,
1599,0.0000,,
1600,0.0000,,
1601,0.0000,,
1602,0.0000,,
1603,0.0000,,
1604,0.0000,,
1605,0.0000,,
1606,0.0000,,
1607,0.0000,,
1608,0.0000,,
1609,0.0000,,
1610,0.0000,,
1611,0.0000,,
1612,0.0000,,
1613,0.0000,,
1614,0.0000,,
1615,0.0000,,
1616,0.0000,,
1617,0.0000,,
1618,0.0000,,
1619,0.0000,,
1620,0.0000,,
1621,0.0000,,
1622,0.0000,,
1623,0.0000,,
1624,0.0000,,
1625,0.0000,,
1626,0.0000,,
1627,0.0000,,
1628,0.0000,,
1629,0.0000,,
1630,0.0000,,
1631,0.0000,,
1632,0.0000,,
1633,0.0000,,
1634,0.0000,,
1635,0.0000,,
1636,0.0000,,
1637,0.0000,,
1638,0.0000,,
1639,0.0000,,
1640,0.0000,,
1641,0.0000,,
1642,0.0000,,
1643,0.0000,,
1644,0.0000,,
1645,0.0000,,
1646,0.0000,,
1647,0.0000,,
1648,0.0000,,
1649,0.0000,,
1650,0.0000,,
1651,0.0000,,
1652,0.0000,,
1653,0.0000,,
1654,0.0000,,
1655,0.0000,,
1656,0.0000,,
1657,0.0000,,
1658,0.0000,,
1659,0.0000,,
1660,0.0000,,
1661,0.0000,,
1662,0.0000,,
1663,0.0000,,
1664,0.0000,,
1665,0.0000,,
1666,0.0000,,
1667,0.0000,,
1668,0.0000,,
1669,0.0000,,
1670,0.0000,,
1671,0.0000,,
1672,0.0000,,
1673,0.0000,,
1674,0.0000,,
1675,0.0000,,
1676,0.0000,,
1677,0.0000,,
1678,0.0000,,
1679,0.0000,,
1680,0.0000,,
1681,0.0000,,
1682,0.0000,,
1683,0.0000,,
1684,0.0000,,
1685,0.0000,,
1686,0.0000,,
1687,0.0000,,
1688,0.0000,,
1689,0.0000,,
1690,0.0000,,
1691,0.0000,,
1692,0.0000,,
1693,0.0000,,
1694,0.0000,,
1695,0.0000,,
1696,0.0000,,
1697,0.0000,,
1698,0.0000,,
1699,0.0000,,
1700,0.0000,,
1701,0.0000,,
1702,0.0000,,
1703,0.0000,,
1704,0.0000,,
1705,0.0000,,
1706,0.0000,,
1707,0.0000,,
1708,0.0000,,
1709,0.0000,,
1710,0.0000,,
1711,0.0000,,
1712,0.0000,,
1713,0.0000,,
1714,0.0000,,
1715,0.0000,,
1716,0.0000,,
1717,0.0000,,
1718,0.0000,,
1719,0.0000,,
1720,0.0000,,
1721,0.0000,,
1722,0.0000,,
1723,0.0000,,
1724,0.0000,,
1725,0.0000,,
1726,0.0000,,
1727,0.0000,,
1728,0.0000,,
1729,0.0000,,
1730,0.0000,,
1731,0.0000,,
1732,0.0000,,
1733,0.0000,,
1734,0.0000,,
1735,0.0000,,
1736,0.0000,,
1737,0.0000,,
1738,0.0000,,
1739,0.0000,,
1740,0.0000,,
1741,0.0000,,
1742,0.0000,,
1743,0.0000,,
1744,0.0000,,
1745,0.0000,,
1746,0.0000,,
1747,0.0000,,
1748,0.0000,,
1749,0.0000,,
1750,0.0000,,
1751,0.0000,,
1752,0.0000,,
1753,0.0000,,
1754,0.0000,,
1755,0.0000,,
1756,0.0000,,
1757,0.0000,,
1758,0.0000,,
1759,0.0000,,
1760,0.0000,,
1761,0.0000,,
1762,0.0000,,
1763,0.0000,,
1764,0.0000,,
1765,0.0000,,
1766,0.0000,,
1767,0.0000,,
1768,0.0000,,
1769,0.0000,,
1770,0.0000,,
1771,0.0000,,
1772,0.0000,,
1773,0.0000,,
1774,0.0000,,
1775,0.0000,,
1776,0.0000,,
1777,0.0000,,
1778,0.0000,,
1779,0.0000,,
1780,0.0000,,
1781,0.0000,,
1782,0.0000,,
1783,0.0000,,
1784,0.0000,,
1785,0.0000,,
1786,0.0000,,
1787,0.0000,,
1788,0.0000,,
1789,0.0000,,
1790,0.0000,,
1791,0.0000,,
1792,0.0000,,
1793,0.0000,,
1794,0.0000,,
1795,0.0000,,
1796,0.0000,,
1797,0.0000,,
1798,0.0000,,
1799,0.0000,,
1800,0.0000,,
1801,0.0000,,
1802,0.0000,,
1803,0.0000,,
1804,0.0000,,
1805,0.0000,,
1806,0.0000,,
1807,0.0000,,
1808,0.0000,,
1809,0.0000,,
1810,0.0000,,
1811,0.0000,,
1812,0.0000,,
1813,0.0000,,
1814,0.0000,,
1815,0.0000,,
1816,0.0000,,
1817,0.0000,,
1818,0.0000,,
1819,0.0000,,
1820,0.0000,,
1821,0.0000,,
1822,0.0000,,
1823,0.0000,,
1824,0.0000,,
1825,0.0000,,
1826,0.0000,,
1827,0.0000,,
1828,0.0000,,
1829,0.0000,,
1830,0.0000,,
1831,0.0000,,
1832,0.0000,,
1833,0.0000,,
1834,0.0000,,
1835,0.0000,,
1836,0.0000,,
1837,0.0000,,
1838,0.0000,,
1839,0.0000,,
1840,0.0000,,
1841,0.0000,,
1842,0.0000,,
1843,0.0000,,
1844,0.0000,,
1845,0.0000,,
1846,0.0000,,
1847,0.0000,,
1848,0.0000,,
1849,0.0000,,
1850,0.0000,,
1851,0.0000,,
1852,0.0000,,
1853,0.0000,,
1854,0.0000,,
1855,0.0000,,
1856,0.0000,,
1857,0.0000,,
1858,0.0000,,
1859,0.0000,,
1860,0.0000,,
1861,0.0000,,
1862,0.0000,,
1863,0.0000,,
1864,0.0000,,
1865,0.0000,,
1866,0.0000,,
1867,0.0000,,
1868,0.0000,,
1869,0.0000,,
1870,0.0000,,
1871,0.0000,,
1872,0.0000,,
1873,0.0000,,
1874,0.0000,,
1875,0.0000,,
1876,0.0000,,
1877,0.0000,,
1878,0.0000,,
1879,0.0000,,
1880,0.0000,,
1881,0.0000,,
1882,0.0000,,
1883,0.0000,,
1884,0.0000,,
1885,0.0000,,
1886,0.0000,,
1887,0.0000,,
1888,0.0000,,
1889,0.0000,,
1890,0.0000,,
1891,0.0000,,
1892,0.0000,,
1893,0.0000,,
1894,0.0000,,
1895,0.0000,,
1896,0.0000,,
1897,0.0000,,
1898,0.0000,,
1899,0.0000,,
1900,0.0000,,
1901,0.0000,,
1902,0.0000,,
1903,0.0000,,
1904,0.0000,,
1905,0.0000,,
1906,0.0000,,
1907,0.0000,,
1908,0.0000,,
1909,0.0000,,
1910,0.0000,,
1911,0.0000,,
1912,0.0000,,
1913,0.0000,,
1914,0.0000,,
1915,0.0000,,
1916,0.0000,,
1917,0.0000,,
1918,0.0000,,
1919,0.0000,,
1920,0.0000,,
1921,0.0000,,
1922,0.0000,,
1923,0.0000,,
1924,0.0000,,
1925,0.0000,,
1926,0.0000,,
1927,0.0000,,
1928,0.0000,,
1929,0.0000,,
1930,0.0000,,
1931,0.0000,,
1932,0.0000,,
1933,0.0000,,
1934,0.0000,,
1935,0.0000,,
1936,0.0000,,
1937,0.0000,,
1938,0.0000,,
1939,0.0000,,
1940,0.0000,,
1941,0.0000,,
1942,0.0000,,
1943,0.0000,,
1944,0.0000,,
1945,0.0000,,
1946,0.0000,,
1947,0.0000,,
1948,0.0000,,
1949,0.0000,,
1950,0.0000,,
1951,0.0000,,
1952,0.0000,,
1953,0.0000,,
1954,0.0000,,
1955,0.0000,,
1956,0.0000,,
1957,0.0000,,
1958,0.0000,,
1959,0.0000,,
1960,0.0000,,
1961,0.0000,,
1962,0.0000,,
1963,0.0000,,
1964,0.0000,,
1965,0.0000,,
1966,0.0000,,
1967,0.0000,,
1968,0.0000,,
1969,0.0000,,
1970,0.0000,,
1971,0.0000,,
1972,0.0000,,
1973,0.0000,,
1974,0.0000,,
1975,0.0000,,
1976,0.0000,,
1977,0.0000,,
1978,0.0000,,
1979,0.0000,,
1980,0.0000,,
1981,0.0000,,
1982,0.0000,,
1983,0.0000,,
1984,0.0000,,
1985,0.0000,,
1986,0.0000,,
1987,0.0000,,
1988,0.0000,,
1989,0.0000,,
1990,0.0000,,
1991,0.0000,,
1992,0.0000,,
1993,0.0000,,
1994,0.0000,,
1995,0.0000,,
1996,0.0000,,
1997,0.0000,,
1998,0.0000,,
1999,0.0000,,

[Percentile Undersize]
Percentile,Particle Size (nm),
0,22,
1,49,
2,57,
3,61,
4,64,
5,67,
6,69,
7,71,
8,73,
9,75,
10,76,
11,78,
12,79,
13,81,
14,82,
15,83,
16,85,
17,86,
18,87,
19,88,
20,89,
21,91,
22,92,
23,93,
24,94,
25,95,
26,96,
27,98,
28,99,
29,100,
30,101,
31,103,
32,104,
33,105,
34,106,
35,108,
36,109,
37,110,
38,111,
39,112,
40,113,
41,115,
42,116,
43,117,
44,118,
45,119,
46,120,
47,121,
48,122,
49,123,
50,124,
51,125,
52,126,
53,127,
54,128,
55,128,
56,129,
57,131,
58,132,
59,133,
60,134,
61,135,
62,136,
63,138,
64,139,
65,141,
66,143,
67,145,
68,147,
69,149,
70,151,
71,153,
72,155,
73,157,
74,159,
75,161,
76,163,
77,165,
78,167,
79,169,
80,171,
81,173,
82,175,
83,178,
84,180,
85,183,
86,187,
87,190,
88,194,
89,198,
90,202,
91,207,
92,213,
93,220,
94,230,
95,243,
96,262,
97,285,
98,305,
99,326,
100,453,

